,Title,URL,Address,Description,Class
1303,Group Family DayCare Hiring now.  Apply Today!,https://newyork.craigslist.org/brk/kid/d/group-family-daycare-hiring/6302141336.html,,"
        
Group Family Daycare Hiring
Do you like working with children? Then apply today to be apart of our team. 
Candidates  must love working with children, be mature, reliable, dedicated.
Have a creative approach to teaching and some knowledge of arts & craft.

 Every candidate is required to get finger printed and background check, no expectations. 
Only serious applicants, please submit your resume. 
In the subject line include position applicant is interested in. 
Position(s) Available

Group Family Daycare Substitute Provider-Teacher:
Able to work with young children between 3 months to 9 years
Have some experience in childcare
Must be available on call. 
Able to adapt quickly 
Some knowledge of arts & crafts
Change pampers
Keep a clean and safe environment 
Prepare children snacks
 
Group family Daycare Assistant/Provider-Teacher:
Able to worked with young children
 1 year of experience working with children in daycare or day-camp. 
Able to adapt quickly and comfortable with change
Able to follow instructions and assist with daily routines
Prepare lesson plans
Keep a clean and safe environment 
Change pampers
Prepare children meals and snacks.

    ",a
1304,{{Clean & Spacious daycare with outdoor playground Visit Website,https://newyork.craigslist.org/que/kid/d/clean-spacious-daycare-with/6298994462.html,"free meals,many trips","
        
open 24 hours 7 days a week location: south ozone park 
Clean and spacious Daycare
Created just for parents 
loving professional caring trained staff 
CPR 1st aid certified 
**parent  appreciation days
*graduation ceremony for kids 
**we offer  parent night out  
~toddler & preschool program 
`free meals
`classrooms
`outdoor playground `
`License daycare by n.y.s
`hra vouchers welcome
affordable rates



`call 
 
 
    ",a
1305,Weekend Daycare,https://newyork.craigslist.org/que/kid/d/weekend-daycare/6298993276.html,open 24hours All age Welcome Free Meals,"
        
Fun & Learning weekend childcare for parent who work have errands , or just need some ""you"" time what ever the reason we are here open 24 hours 
We accept all ages 6 weeks-12 years old 
Located: south ozone park 
were open 24 hours 7 days a week 
you can use weekend childcare as often as you need
Free meals and snacks provided 
Call daycare office to speak with a friendly Representative for more info 
 
 leave a message if we are unavailable 
some of the services we provide 
*****fun and learning educational program 
*clean and spacious daycare
*Abc's
*computer class for kids
*tutoring
*homework help 
*123's
*potty train
*infants
*toddlers
*evening
*overnight
****preschool
******manners
***************** 3 day vacation also 
**parent night out

Call daycare office to speak with a friendly Representative for more info 
 
 leave a message if we are unavailable 
Call for rates
    ",a
1307,Mandarin-Speaking Babysitter - $25/hr,https://newyork.craigslist.org/mnh/kid/d/mandarin-speaking-babysitter/6272136371.html,Manhattan,"
        
I am a native Mandarin speaker with a college degree. I've been providing childcare for over 10 years and know children age 0 - 12 very well. My schedule is open after 4 pm during the week or on the weekend.  The rate is $25 per hour for 1 child or $30 per hour for 2 children. Please feel free to ask any questions. Thank you.    ",b
1308,Occasional Babysitter Available NOW! - $20/hr,https://newyork.craigslist.org/mnh/kid/d/occasional-babysitter/6271989511.html,Manhattan,"
        
I am an experienced babysitter and am looking to provide childcare part-time or occasionally.  I work as an RN and am available to babysit in the evening or on the weekend.  My background is clean and I am CPR certified for infants/children and adults.  My rate is $20/hr for one child.  Quality care is guaranteed.    ",b
1309,``Preschool Kids Wear Uniform !!!!!!!,https://newyork.craigslist.org/que/kid/d/preschool-kids-wear-uniform/6302193682.html,age 1-4  Enroll Now Limited Space,"
        
Preschool    kids   wear uniform visit our   website  and facebook page call daycare admission office to speak with a staff to provide you with website info.

Are you looking for daycare that will work with you together and build a partnership. Not only do we provide great quality childcare to our parents, we help our children reach and successfully complete their milestones. We also potty train and can provide transportation to parents within our area. 
{{{License daycare
*Learning ABC's
*123's
*manners
*potty training
* toddler homework 
*English   and  Spanish 
Free meals+
Come and visit our wonderful facility and meet our professional staff

Come to open house
{{{{space limited enroll now 
toddler & preschool program 
free meals
classrooms

{{{{call daycare admission office 
 
 between 8am-8pm leave a detail message if we are unavailable. 
call today to schedule a parent orientation/tour 
located south Ozone Park 11420
(no emails, no text call the daycare office please )
    ",a
1310,Nanny for Fairfield or Westport,https://newyork.craigslist.org/fct/kid/d/nanny-for-fairfield-or/6302168667.html,Fairifeld,"
        
Hi! I started babysitting at 12 and became a teacher and guidance counselor.  I had a special education job last year at a private school but it was challenging as some of the students would scratch and kick and a few teachers got concussions from the autistic kids. I would like to work as a nanny this year. I love to sing, dance, and play sports so I am still a kid at heart but over 35 lol. Please don't contact me if you want me to check out your service or website. I need to speak on the phone to see if this is a real reply. Rate and duties negotiable. I am a very flexible and easy going person who loves kids.  Please let me know the town and ages of your kids and hours needed.

Julia.    ",b
1341,After school pickup!!! Fun House Daycare  ($125 a week),https://newyork.craigslist.org/brx/kid/d/after-school-pickup-fun-house/6275101610.html,Bronx- 4 Train 176 Street,"
        
Fun House Daycare
Where learning is fun!!!

After school pickup (Nearby schools)
Ps 204
Ps 291
Shakespeare
Ps 306
Ms 331



Now enrolling
11 months - 12 yrs old
8:00 am - 6:00 pm
Providing 3 meals and snacks
Learning Activities 
Group activities (dancing and plays)


HRA accepted


Please feel free to contact us at with any questions or time extensions


 



1 Block away from the 4 Train, and 5 minutes away from the Bronx Lebnon Hospital

We are not hiring.
Se habla espanol 
    ",a
1349,"Licensed Child Care Center Preschool, ENROLLING NOW!",https://newyork.craigslist.org/que/kid/d/licensed-child-care-center/6264568217.html,,"
        
Our learning center is a complete child development center. We cater to the developmental needs of every child. Our child care and preschool programs are intended to fulfill the following developmental aspects:

-Physical Motor Skills Development (Fine and Gross)
-Executive Function, Task Completion and Focus
-Conceptual and Cognitive Development
-Socialization Skills
-Communication and Early Language Skills
-Fostering Emotional Skills

We arm our young learners with tools that will help them to fulfill their greatest potentials.We also cook 3 delicious and nutritious meals daily, onsite.

To learn more and to see photos/review, click here:
    ",a
1350,Babysitter/Nanny Avail,https://newyork.craigslist.org/brk/kid/d/babysitter-nanny-avail/6263078464.html,Bayridge,"
        
Im A Mature trustworthy honest & reliable Babysitter/Nanny 
I do light housekeeping, cook, assist with errands groceries,pet care, homework help
Looking 4hrs daily Monday- Friday 3/4pm-7/8pm
I have excellent references childrens ages 5 and up
Looking for $300 weekly

Bayridge, Dykerheights, Some areas of Bensonhurst not to far out!!

Only serious inquires Thanks    ",b
1351,CPR/First Aid Training -,https://newyork.craigslist.org/brk/kid/d/cpr-first-aid-training/6270274644.html,,"
        
Lifesavers is a company that is certified to train in CPR, AED & First Aid. We are one of the leading American Heart Association training sites in the NY metro area. We can provide onsite training for you or your group that is interested in certification. We even do one on one private sessions at the comfort and convenience of your home or office.

Group training for large companies is available.
If you need CPR certification for any reason please feel free to contact us.

We can meet your needs. 
2 year certification issued by the American Heart Association is given the same day.
Great certification to have for an advancement in your career - good addition to any resume 


Call anytime between the hours of 9 am to 9 pm to schedule CPR/First Aid classes.


Call today to schedule your CPR class. Ask for your course by name -  Special Pediatric First Aid & CPR Training for Child Care Providers


 


    ",c
1353,CPR & First Aid Courses for child care providers,https://newyork.craigslist.org/brk/kid/d/cpr-first-aid-courses-for/6285685296.html,,"
        
Train and get certified in CPR & First Aid with Lifesavers, Inc. Call 
 
 for pricing to receive special.


Here's our offering:


Schedule a class now. Prices are due to increase soon so act now ! 


Remember CPR & First Aid certification is now mandatory by law for all childcare personnel. Call today to be in compliance - 
 



We also supply well stocked first aid kits for $25.00 - the perfect size for your daycare or preschool. Larger kits are also available at reasonable prices.    ",c
1356,COMPASSIONATE  RELIABLE NANNY HKEEPER SEEK LOVELY NEW FAMILY,https://newyork.craigslist.org/mnh/kid/d/compassionate-reliable-nanny/6302546827.html,LOWER WESTCHESTER   ONLY,"
        
Dear Families, 

I am a loving reliable nanny I  work with One (1)  Adorable   family  for the passed  Twelve (12) years Monday 7AM to Friday 7PM  providing the best caring to their most Precious,Prized ,Possessions Six (6) weeks old  newborn  and a happy loving Two (2) years old toddler ,now I am seeking a Lovely  new family to share my Love,Joy and Warmth with as a Long-term, Live-out  Full-time  Nanny/ housekeeper ASAP.

Parents I love children,I enjoy Working Caring and Teaching children .I Teach Early Childhood Education for Five (5) years,I work with One family for Twelve (12) years,I am a U S Citizen ,I am a good cook not a chef :)I can cook your family healthy meals,I am living in the Bronx so I am willing to work late hours,I don't Smoke 

I am Honest &  Caring,
Fun-loving   &  Flexible,
Energetic  &  Hardworking,
Patient & Compassionate,
Most of all I am Reliable.

Activities I love to Perform with children are:
Bathing, Feeding & Nap-time,
Reading  &  Singing,
Art & craft   &   Puzzles,
Words  &  Sounds,
Shapes &  Numbers,
Colors  &  A B C,
Story-telling & Counting,
Indoor & Outdoor games,
Teach your children to write and Spell their names, Their Address,Mom and Dad telephone numbers,Text Mom and Dad and send photographs,Potty-training,Going for walks, Trips to the Parks  &  Schedule play-dates with other nannies and I could go on and on with other activities both Parents have to add.

Housekeeping duties I am willing to perform are: Cooking ,Family laundry, change Bedroom and Bathroom linens ,Ironing children clothes,making Beds,Errands and Shopping ,Dust,Sweeping floors,Empty dish washer, mop Kitchen floors and  I will keep your home neat & tidy.

I am not the nanny/housekeeper to come to work Late,Or the nanny/housekeeper to sit and watch the Clock,I am not the One who live for Telephone or Television,I am the One who always give a fair Day work for a fair Day pay and I will treat your family with love and Respect at all times.

Parents, please feel free to contact me  via Craigslist.org  lets email and I will give you my  telephone number so we can talk and schedule a time to meet for an interview,Parents I will shower your children with all my love and keep them safe and happy at all time whenever they are in my care.

Excellent reference is available upon request.

Kind  Regards,
Dania.




    ",b
